Question,Generated Answer,Topic,BLEU Score,ROUGE Score,IndoBERT Similarity,Inference Time
Apa metode yang digunakan untuk menjaga keaslian dan keberlanjutan stupa di Candi Borobudur?,Metode yang digunakan untuk menjaga keaslian dan keberlanjutan stupa di Candi Borobudur adalah:1. Metode Observasi Lapangan2. Pelestarian Stupa melalui Dokumentasi3. Perawatan Stupa melalui KonservasiKetiga metode ini digunakan oleh Balai Konservasi Peninggalan Borobudur untuk menjaga keaslian dan keberlanjutan stupa di Candi Borobudur.,Pemugaran,"{'bleu': 0.20833268438011474, 'precisions': [0.3404255319148936, 0.1956521739130435, 0.17777777777777778, 0.1590909090909091], 'brevity_penalty': 1.0, 'length_ratio': 1.5161290322580645, 'translation_length': 47, 'reference_length': 31}","{'rouge1': np.float64(0.4788732394366197), 'rouge2': np.float64(0.2898550724637681), 'rougeL': np.float64(0.4225352112676057), 'rougeLsum': np.float64(0.4225352112676057)}",0.8739106059074402,0.3615376949310303
Apa tujuan dari dokumentasi stupa di Candi Borobudur?,Tujuan dari dokumentasi stupa di Candi Borobudur adalah untuk memperoleh informasi yang berkaitan dengan stupa dan untuk mempelajari konsep-konsep yang berhubungan dengan latar belakang keberadaan bentuk stupa.,Pemugaran,"{'bleu': 1.0, 'precisions': [1.0, 1.0, 1.0, 1.0], 'brevity_penalty': 1.0, 'length_ratio': 1.0, 'translation_length': 28, 'reference_length': 28}","{'rouge1': np.float64(1.0), 'rouge2': np.float64(1.0), 'rougeL': np.float64(1.0), 'rougeLsum': np.float64(1.0)}",1.0,0.3026151657104492
Siapa yang bertanggung jawab dalam melakukan perawatan dan pelestarian terhadap stupa di Candi Borobudur?,Balai Konservasi Peninggalan Borobudur bertanggung jawab dalam melakukan perawatan dan pelestarian terhadap stupa di Candi Borobudur.,Pemugaran,"{'bleu': 1.0, 'precisions': [1.0, 1.0, 1.0, 1.0], 'brevity_penalty': 1.0, 'length_ratio': 1.0, 'translation_length': 17, 'reference_length': 17}","{'rouge1': np.float64(1.0), 'rouge2': np.float64(1.0), 'rougeL': np.float64(1.0), 'rougeLsum': np.float64(1.0)}",1.0,0.2634873390197754
Apa upaya konservasi yang dilakukan oleh Balai Konservasi Peninggalan Borobudur untuk menjaga stupa di Candi Borobudur?,Balai Konservasi Peninggalan Borobudur melakukan upaya konservasi untuk menjaga keaslian dan keberlanjutan stupa di Candi Borobudur. Salah satu upaya konservasi yang dilakukan adalah melindungi stupa dari kerusakan fisik dan lingkungan dengan menggunakan teknik dan bahan yang sesuai.,Pemugaran,"{'bleu': 0.48528357244623777, 'precisions': [0.5897435897435898, 0.5263157894736842, 0.4594594594594595, 0.3888888888888889], 'brevity_penalty': 1.0, 'length_ratio': 1.56, 'translation_length': 39, 'reference_length': 25}","{'rouge1': np.float64(0.7540983606557377), 'rouge2': np.float64(0.6779661016949152), 'rougeL': np.float64(0.6229508196721311), 'rougeLsum': np.float64(0.6229508196721311)}",0.9578073024749756,0.2960546016693115
Apa manfaat dari perawatan dan pelestarian stupa di Candi Borobudur?,"Manfaat dari perawatan dan pelestarian stupa di Candi Borobudur adalah untuk menjaga keaslian dan keberlanjutan stupa di candi tersebut. Dengan melakukan perawatan dan pelestarian, stupa dapat tetap terjaga dalam keadaan baik dan tidak mengalami kerusakan fisik atau lingkungan. Selain itu, perawatan dan pelestarian stupa juga dapat membantu memahami konsep-konsep yang berhubungan dengan latar belakang keberadaan bentuk stupa, sehingga dapat meningkatkan pengetahuan dan kesadaran masyarakat tentang nilai sejarah dan budaya candi Borobudur.",Pemugaran,"{'bleu': 0.30408584793641835, 'precisions': [0.37662337662337664, 0.3157894736842105, 0.28, 0.25675675675675674], 'brevity_penalty': 1.0, 'length_ratio': 2.081081081081081, 'translation_length': 77, 'reference_length': 37}","{'rouge1': np.float64(0.537037037037037), 'rouge2': np.float64(0.4528301886792453), 'rougeL': np.float64(0.537037037037037), 'rougeLsum': np.float64(0.537037037037037)}",0.8869525194168091,0.7957510948181152
Apa peran UNESCO dalam melestarikan Candi Borobudur?,"Menurut konteks yang diberikan, peran UNESCO dalam melestarikan Candi Borobudur adalah memberikan dukungan dan bantuan melalui program Warisan Dunia untuk upaya pelestarian, pemeliharaan, dan pengembangan Candi Borobudur sebagai warisan budaya yang penting bagi umat manusia.",Pemugaran,"{'bleu': 0.40612668825228276, 'precisions': [0.6923076923076923, 0.4473684210526316, 0.35135135135135137, 0.25], 'brevity_penalty': 1.0, 'length_ratio': 1.3448275862068966, 'translation_length': 39, 'reference_length': 29}","{'rouge1': np.float64(0.7666666666666667), 'rouge2': np.float64(0.5172413793103449), 'rougeL': np.float64(0.5333333333333333), 'rougeLsum': np.float64(0.5333333333333333)}",0.9271573424339294,0.2991447448730469
Kapan Candi Borobudur ditetapkan sebagai Situs Warisan Dunia UNESCO?,"Pertanyaanmu sangat mudah! Menurut informasi yang saya miliki, Candi Borobudur ditetapkan sebagai Situs Warisan Dunia UNESCO pada tahun 1991.",Pemugaran,"{'bleu': 0.5100323429521268, 'precisions': [0.5454545454545454, 0.5238095238095238, 0.5, 0.47368421052631576], 'brevity_penalty': 1.0, 'length_ratio': 1.8333333333333333, 'translation_length': 22, 'reference_length': 12}","{'rouge1': np.float64(0.7333333333333334), 'rouge2': np.float64(0.7142857142857143), 'rougeL': np.float64(0.7333333333333334), 'rougeLsum': np.float64(0.7333333333333334)}",0.7557605504989624,0.26515674591064453
Apa manfaat dari keanggotaan Candi Borobudur sebagai Situs Warisan Dunia UNESCO?,"Dalam konteks yang ada, UNESCO memberikan dukungan dan bantuan dalam upaya pelestarian, pemeliharaan, dan pengembangan Candi Borobudur sebagai warisan budaya yang penting bagi umat manusia. Selain itu, keanggotaan Candi Borobudur sebagai Situs Warisan Dunia juga membantu meningkatkan kesadaran global akan pentingnya melestarikan situs bersejarah ini.",Pemugaran,"{'bleu': 0.5230975496475558, 'precisions': [0.6470588235294118, 0.54, 0.4897959183673469, 0.4375], 'brevity_penalty': 1.0, 'length_ratio': 1.457142857142857, 'translation_length': 51, 'reference_length': 35}","{'rouge1': np.float64(0.7894736842105263), 'rouge2': np.float64(0.7027027027027029), 'rougeL': np.float64(0.4473684210526315), 'rougeLsum': np.float64(0.4473684210526315)}",0.9491921663284302,0.34305286407470703
Apa program UNESCO yang terkait dengan pelestarian Candi Borobudur?,"Program UNESCO yang terkait dengan pelestarian Candi Borobudur adalah ""Warisan Dunia"".",Pemugaran,"{'bleu': 0.22578309154909845, 'precisions': [0.8571428571428571, 0.6923076923076923, 0.5833333333333334, 0.5454545454545454], 'brevity_penalty': 0.3425188550930457, 'length_ratio': 0.4827586206896552, 'translation_length': 14, 'reference_length': 29}","{'rouge1': np.float64(0.6111111111111112), 'rouge2': np.float64(0.5294117647058825), 'rougeL': np.float64(0.6111111111111112), 'rougeLsum': np.float64(0.6111111111111112)}",0.9078859090805054,0.25480151176452637
Mengapa Candi Borobudur dianggap sebagai warisan budaya yang penting bagi umat manusia?,"Candi Borobudur dianggap sebagai warisan budaya yang penting bagi umat manusia karena merupakan salah satu situs bersejarah yang paling penting di dunia. Selain itu, Candi Borobudur juga memiliki nilai-nilai budaya dan spiritual yang sangat tinggi, serta merupakan salah satu contoh arsitektur Hindu terbaik di Asia Tenggara.",Pemugaran,"{'bleu': 0.3021703326530463, 'precisions': [0.48, 0.32653061224489793, 0.25, 0.2127659574468085], 'brevity_penalty': 1.0, 'length_ratio': 1.5625, 'translation_length': 50, 'reference_length': 32}","{'rouge1': np.float64(0.5974025974025974), 'rouge2': np.float64(0.48), 'rougeL': np.float64(0.5714285714285714), 'rougeLsum': np.float64(0.5714285714285714)}",0.9159848690032959,0.31592535972595215
Apa peran masyarakat lokal dalam pelestarian Candi Borobudur?,"Masyarakat lokal memainkan peran penting dalam pelestarian Candi Borobudur. Mereka terlibat dalam upaya pemeliharaan, pengawasan, dan pengelolaan situs warisan ini. Selain itu, masyarakat lokal juga terlibat dalam upaya pelestarian budaya dan tradisi yang terkait dengan Candi Borobudur.",Pemugaran,"{'bleu': 0.6629990130910087, 'precisions': [0.7674418604651163, 0.6904761904761905, 0.6341463414634146, 0.575], 'brevity_penalty': 1.0, 'length_ratio': 1.2285714285714286, 'translation_length': 43, 'reference_length': 35}","{'rouge1': np.float64(0.8656716417910447), 'rouge2': np.float64(0.7999999999999999), 'rougeL': np.float64(0.8656716417910447), 'rougeLsum': np.float64(0.8656716417910447)}",0.9859809875488281,0.39560508728027344
Bagaimana reaksi masyarakat internasional terhadap pemugaran dan pelestarian Candi Borobudur?,Reaksi masyarakat internasional terhadap pemugaran dan pelestarian Candi Borobudur umumnya sangat positif. Candi Borobudur dianggap sebagai salah satu situs berharga warisan peradaban nusantara dan menjadi pusat perhatian dunia sebagai situs warisan budaya yang penting.,Pemugaran,"{'bleu': 0.32534785200611455, 'precisions': [0.4444444444444444, 0.3142857142857143, 0.29411764705882354, 0.2727272727272727], 'brevity_penalty': 1.0, 'length_ratio': 1.2, 'translation_length': 36, 'reference_length': 30}","{'rouge1': np.float64(0.5), 'rouge2': np.float64(0.37931034482758624), 'rougeL': np.float64(0.4666666666666667), 'rougeLsum': np.float64(0.4666666666666667)}",0.8728544116020203,0.2981853485107422
Mengapa Candi Borobudur dianggap sebagai situs warisan budaya yang penting?,"Candi Borobudur dianggap sebagai situs warisan budaya yang penting karena beberapa alasan. Pertama, Candi Borobudur merupakan salah satu situs berharga warisan peradaban nusantara yang memiliki nilai sejarah dan budaya yang sangat tinggi. Kedua, Candi Borobudur memiliki keunikan dan keindahan arsitektur yang unik dan tidak ada duanya di dunia. Ketiga, Candi Borobudur memiliki nilai spiritual dan religius yang sangat tinggi, terutama bagi umat Buddha. Keempat, Candi Borobudur telah menjadi pusat perhatian dunia sebagai situs warisan budaya yang penting, sehingga mendapat dukungan luas dari masyarakat internasional, organisasi warisan dunia, dan pecinta sejarah serta kebudayaan.Namun, saya tidak memiliki informasi lebih lanjut tentang mengapa Candi Borobudur dianggap sebagai situs warisan budaya yang penting secara spesifik.",Pemugaran,"{'bleu': 0.1327865235059073, 'precisions': [0.2125984251968504, 0.1349206349206349, 0.112, 0.0967741935483871], 'brevity_penalty': 1.0, 'length_ratio': 4.535714285714286, 'translation_length': 127, 'reference_length': 28}","{'rouge1': np.float64(0.4), 'rouge2': np.float64(0.26086956521739135), 'rougeL': np.float64(0.3714285714285714), 'rougeLsum': np.float64(0.3714285714285714)}",0.9147330522537231,0.49059462547302246
Siapa saja yang mendukung upaya pemugaran dan pelestarian Candi Borobudur?,"Masyarakat internasional, organisasi warisan dunia, dan pecinta sejarah serta kebudayaan mendukung upaya pemugaran dan pelestarian Candi Borobudur.",Pemugaran,"{'bleu': 0.6059253504631417, 'precisions': [0.85, 0.7368421052631579, 0.6666666666666666, 0.5882352941176471], 'brevity_penalty': 0.8607079764250577, 'length_ratio': 0.8695652173913043, 'translation_length': 20, 'reference_length': 23}","{'rouge1': np.float64(0.8648648648648648), 'rouge2': np.float64(0.7999999999999999), 'rougeL': np.float64(0.5405405405405405), 'rougeLsum': np.float64(0.5405405405405405)}",0.939729630947113,0.2480471134185791
Mengapa Candi Borobudur perlu dilestarikan untuk generasi mendatang?,"Candi Borobudur adalah salah satu situs warisan budaya yang paling berharga di Indonesia dan di dunia. Oleh karena itu, pelestarian Candi Borobudur sangat penting untuk dilestarikan untuk generasi mendatang. Berikut beberapa alasan mengapa Candi Borobudur perlu dilestarikan:1. Nilai Sejarah dan Budaya: Candi Borobudur memiliki nilai sejarah dan budaya yang sangat tinggi. Situs ini merupakan bukti kejayaan peradaban Hindu dan Buddha di Jawa pada abad ke-9. Oleh karena itu, pelestarian Candi Borobudur sangat penting untuk menjaga nilai-nilai sejarah dan budaya yang terkait dengan situs ini.2. Warisan Budaya Dunia: Candi Borobudur telah diakui sebagai Warisan Budaya Dunia oleh UNESCO pada tahun 1991. Oleh karena itu, pelestarian Candi Borobudur sangat penting untuk menjaga warisan budaya dunia ini tetap lestari.3. Pendidikan dan Edukasi: Candi Borobudur dapat digunakan sebagai sumber belajar bagi generasi mendatang",Pemugaran,"{'bleu': 0.049753078243248296, 'precisions': [0.19463087248322147, 0.06756756756756757, 0.034013605442176874, 0.0136986301369863], 'brevity_penalty': 1.0, 'length_ratio': 4.138888888888889, 'translation_length': 149, 'reference_length': 36}","{'rouge1': np.float64(0.3529411764705882), 'rouge2': np.float64(0.14285714285714285), 'rougeL': np.float64(0.22352941176470587), 'rougeLsum': np.float64(0.22352941176470587)}",0.858810305595398,0.5598652362823486
Siapa yang bertanggung jawab atas pengelolaan dan pelestarian Candi Borobudur?,"Balai Konservasi Borobudur bertanggung jawab atas pengelolaan dan pelestarian Candi Borobudur, dengan dukungan dari pemerintah dan pihak terkait lainnya.",Pemugaran,"{'bleu': 1.0, 'precisions': [1.0, 1.0, 1.0, 1.0], 'brevity_penalty': 1.0, 'length_ratio': 1.0, 'translation_length': 21, 'reference_length': 21}","{'rouge1': np.float64(1.0), 'rouge2': np.float64(1.0), 'rougeL': np.float64(1.0), 'rougeLsum': np.float64(1.0)}",0.9999998807907104,0.24421000480651855
Apa upaya yang dilakukan untuk mengelola pariwisata di sekitar Candi Borobudur?,"Pengelolaan pariwisata di sekitar Candi Borobudur dilakukan melalui berbagai upaya, termasuk pengaturan akses wisatawan, pelestarian lingkungan, dan pengembangan infrastruktur pariwisata.",Pemugaran,"{'bleu': 0.2938192912104851, 'precisions': [0.8333333333333334, 0.6086956521739131, 0.45454545454545453, 0.3333333333333333], 'brevity_penalty': 0.558035145770047, 'length_ratio': 0.631578947368421, 'translation_length': 24, 'reference_length': 38}","{'rouge1': np.float64(0.6538461538461537), 'rouge2': np.float64(0.44000000000000006), 'rougeL': np.float64(0.5384615384615384), 'rougeLsum': np.float64(0.5384615384615384)}",0.9378451108932495,0.4772017002105713
Mengapa pengembangan fasilitas pendukung pariwisata di sekitar Candi Borobudur dilakukan?,Pengembangan fasilitas pendukung pariwisata di sekitar Candi Borobudur dilakukan untuk meningkatkan pengalaman wisatawan.,Pemugaran,"{'bleu': 0.5288662907678888, 'precisions': [1.0, 0.9230769230769231, 0.9166666666666666, 0.9090909090909091], 'brevity_penalty': 0.5647181220077593, 'length_ratio': 0.6363636363636364, 'translation_length': 14, 'reference_length': 22}","{'rouge1': np.float64(0.7647058823529412), 'rouge2': np.float64(0.7499999999999999), 'rougeL': np.float64(0.7647058823529412), 'rougeLsum': np.float64(0.7647058823529412)}",0.9845653176307678,0.23784923553466797
Apa contoh fasilitas pendukung pariwisata yang dikembangkan di sekitar Candi Borobudur?,"Fasilitas pendukung pariwisata yang dikembangkan di sekitar Candi Borobudur adalah:1. Museum: Fasilitas ini digunakan untuk menyimpan dan menampilkan koleksi artefak dan peninggalan sejarah yang terkait dengan Candi Borobudur.2. Pusat Informasi: Fasilitas ini berfungsi sebagai sumber informasi bagi wisatawan tentang sejarah, budaya, dan keindahan Candi Borobudur.3. Sarana Transportasi: Fasilitas ini termasuk transportasi umum, seperti bus, dan transportasi khusus, seperti kereta api wisata, yang membantu wisatawan untuk mencapai lokasi Candi Borobudur.Dengan demikian, pengembangan fasilitas pendukung pariwisata ini dapat meningkatkan pengalaman wisatawan dan menjaga keberlangsungan pariwisata di sekitar Candi Borobudur.",Pemugaran,"{'bleu': 0.07838314051399659, 'precisions': [0.14678899082568808, 0.08333333333333333, 0.06542056074766354, 0.04716981132075472], 'brevity_penalty': 1.0, 'length_ratio': 5.45, 'translation_length': 109, 'reference_length': 20}","{'rouge1': np.float64(0.29629629629629634), 'rouge2': np.float64(0.18867924528301885), 'rougeL': np.float64(0.27777777777777773), 'rougeLsum': np.float64(0.27777777777777773)}",0.9049121141433716,0.4733247756958008
Apa tujuan dari pengelolaan pariwisata di sekitar Candi Borobudur?,Tujuan dari pengelolaan pariwisata di sekitar Candi Borobudur adalah menjaga keberlangsungan pariwisata di sekitar candi tersebut sambil tetap memperhatikan pelestarian warisan budaya dan alam.,Pemugaran,"{'bleu': 0.7445373275754832, 'precisions': [0.92, 0.8333333333333334, 0.7391304347826086, 0.6363636363636364], 'brevity_penalty': 0.9607894391523232, 'length_ratio': 0.9615384615384616, 'translation_length': 25, 'reference_length': 26}","{'rouge1': np.float64(0.9387755102040817), 'rouge2': np.float64(0.851063829787234), 'rougeL': np.float64(0.9387755102040817), 'rougeLsum': np.float64(0.9387755102040817)}",0.9951931238174438,0.3088109493255615
